english,malayalam
"In 326 BC, Alexander invaded India, after crossing the river Indus he advanced towards Taxila. He then challenged king Porus , ruler of the kingdom between the rivers Jhelum and Chenab. The Indians were defeated in the fierce battle, even though they fought with elephants, which the Macedonians had never before seen. Alexander captured Porus and, like the other local rulers he had defeated, allowed him to continue to govern his territory.","ക്രി.മു. 326-ൽ അലക്സാണ്ടർ ഇന്ത്യ ആക്രമിച്ചു, സിന്ധു നദി മുറിച്ചുകടന്ന് ടാക്‌സിലയിലേക്ക് നീങ്ങി. തുടർന്ന് അദ്ദേഹം um ലം, ചെനാബ് നദികൾക്കിടയിലെ രാജ്യത്തിന്റെ ഭരണാധികാരിയായ പോറസ് രാജാവിനെ വെല്ലുവിളിച്ചു. മാസിഡോണിയക്കാർ മുമ്പൊരിക്കലും കണ്ടിട്ടില്ലാത്ത ആനകളുമായി യുദ്ധം ചെയ്തിട്ടും കടുത്ത യുദ്ധത്തിൽ ഇന്ത്യക്കാർ പരാജയപ്പെട്ടു. അലക്സാണ്ടർ പോറസിനെ പിടിച്ചെടുത്തു, അദ്ദേഹം പരാജയപ്പെടുത്തിയ മറ്റ് പ്രാദേശിക ഭരണാധികാരികളെപ്പോലെ, തന്റെ പ്രദേശം ഭരിക്കുന്നത് തുടരാൻ അനുവദിച്ചു."
"The city is peppered with parks and gardens, where visitors can laze around and soak in the natural beauty.",പാർക്കുകളും പൂന്തോട്ടങ്ങളും കൊണ്ട് നിറഞ്ഞിരിക്കുന്ന ഈ നഗരത്തിൽ സന്ദർശകർക്ക് ചുറ്റിക്കറങ്ങാനും പ്രകൃതി സൗന്ദര്യത്തിൽ മുഴുകാനും കഴിയും.
"After the Kushanas, the Guptas were the most important dynasty. The Gupta period has been described as the Golden Age of Indian history. The first famous king of the Gupta dynasty was Ghatotkacha's son Chandragupta I. He married Kumaradevi, the daughter of the chief of the Licchavis. This marriage was a turning point in the life of Chandragupta I. He got Pataliputra in dowry from the Lichhavis.",കുശാനന്മാർക്ക് ശേഷം ഏറ്റവും പ്രധാനപ്പെട്ട രാജവംശമായിരുന്നു ഗുപ്തർ. ഇന്ത്യൻ ചരിത്രത്തിന്റെ സുവർണ്ണകാലം എന്നാണ് ഗുപ്ത കാലഘട്ടത്തെ വിശേഷിപ്പിക്കുന്നത്. ഗുപ്ത രാജവംശത്തിലെ ആദ്യത്തെ പ്രശസ്ത രാജാവ് ഗടോത്കച്ചയുടെ മകൻ ചന്ദ്രഗുപ്തൻ ഒന്നാമനായിരുന്നു. ലിച്ചാവിസിന്റെ തലവന്റെ മകളായ കുമാരദേവിയെ അദ്ദേഹം വിവാഹം കഴിച്ചു. ഈ വിവാഹം ചന്ദ്രഗുപ്തൻ ഒന്നാമന്റെ ജീവിതത്തിലെ ഒരു വഴിത്തിരിവായിരുന്നു. അദ്ദേഹത്തിന് ലിച്ചാവികളിൽ നിന്ന് സ്ത്രീധനമായി പട്ടാലിപുത്ര ലഭിച്ചു.
View More,കൂടുതൽ കാണുക
"A properly implemented organizing process should result in a work environment where all team members are aware of their responsibilities. If the organizing process is not conducted well, the results may yield confusion, frustration, loss of efficiency, and limited effectiveness.","ശരിയായി നടപ്പിലാക്കിയ ഓർ‌ഗനൈസിംഗ് പ്രക്രിയ എല്ലാ ടീം അംഗങ്ങൾക്കും അവരുടെ ഉത്തരവാദിത്തങ്ങളെക്കുറിച്ച് ബോധവാന്മാരായ ഒരു തൊഴിൽ അന്തരീക്ഷത്തിലേക്ക് നയിക്കും. ഓർ‌ഗനൈസേഷൻ‌ പ്രക്രിയ ശരിയായി നടത്തിയില്ലെങ്കിൽ‌, ഫലങ്ങൾ‌ ആശയക്കുഴപ്പം, നിരാശ, കാര്യക്ഷമത നഷ്‌ടപ്പെടൽ‌, പരിമിതമായ ഫലപ്രാപ്തി എന്നിവ നൽ‌കാം."
"Located at a height of 2,990 ft, the mountain ranges of the Eastern Ghats make for a great escape for nature lovers and adventure enthusiasts.","2,990 അടി ഉയരത്തിൽ സ്ഥിതിചെയ്യുന്ന കിഴക്കൻ ഘട്ടത്തിലെ പർവതനിരകൾ പ്രകൃതിസ്‌നേഹികൾക്കും സാഹസികത ഇഷ്ടപ്പെടുന്നവർക്കും ഒരു മികച്ച രക്ഷാകേന്ദ്രമാണ്."
The Ramayana and Mahabharata were the two great epics of this period.,രാമായണവും മഹാഭാരതവും ഈ കാലഘട്ടത്തിലെ രണ്ട് മഹത്തായ ഇതിഹാസങ്ങളായിരുന്നു.
"The Vedic civilization is the earliest civilization in the history of ancient India. It is named after the Vedas, the early literature of the Hindu people. The Vedic Civilization flourished along the river Saraswati, in a region that now consists of the modern Indian states of Haryana and Punjab. Vedic is synonymous with Hinduism, which is another name for religious and spiritual thought that has evolved from the Vedas.","പുരാതന ഇന്ത്യയുടെ ചരിത്രത്തിലെ ആദ്യകാല നാഗരികതയാണ് വേദ നാഗരികത. ഹിന്ദു ജനതയുടെ ആദ്യകാല സാഹിത്യമായ വേദങ്ങളുടെ പേരാണ് ഇതിന് നൽകിയിരിക്കുന്നത്. ആധുനിക ഇന്ത്യൻ സംസ്ഥാനങ്ങളായ ഹരിയാന, പഞ്ചാബ് എന്നിവ ഉൾപ്പെടുന്ന ഒരു പ്രദേശത്ത് സരസ്വതി നദിക്കരയിൽ വേദ നാഗരികത വളർന്നു. വേദങ്ങൾ ഹിന്ദുമതത്തിന്റെ പര്യായമാണ്, ഇത് വേദങ്ങളിൽ നിന്ന് പരിണമിച്ച മതപരവും ആത്മീയവുമായ ചിന്തയുടെ മറ്റൊരു പേരാണ്."
"For kids, the park offers an exciting toy train ride, which gives a circular tour of the site.","കുട്ടികൾക്കായി, പാർക്കിൽ ഒരു ആവേശകരമായ കളിപ്പാട്ട ട്രെയിൻ യാത്രയുമുണ്ട് , ഇത് സ്ഥലത്തിന് ചുറ്റും വൃത്താകൃതിയിലുള്ള സവാരി നൽകുന്നു."
"Popularly known as Vizag, the city is home to the oldest shipyard in the country, ancient temples and spectacular caves.","വിശാഖ് എന്നറിയപ്പെടുന്ന ഈ നഗരത്തിൽ രാജ്യത്തെ ഏറ്റവും പഴയ കപ്പൽശാല, പുരാതന ക്ഷേത്രങ്ങൾ, മനോഹരമായ ഗുഹകൾ എന്നിവയുണ്ട്."
"With the commencement of the 7th century, Harshavardhana (606-647 A.D.) ascended the throne of Thaneshwar and Kannauj on the death of his brother, Rajyavardhana. By 612 Harshavardhana consolidated his kingdom in northern India.","ഏഴാം നൂറ്റാണ്ട് ആരംഭിച്ചതോടെ, സഹോദരൻ രാജ്യവർധനയുടെ മരണത്തിൽ ഹർഷവർദ്ധനൻ (606-647 A.D.) താനേശ്വർ, കണ്ണൗജ് സിംഹാസനത്തിൽ കയറി. 612 ആയപ്പോഴേക്കും ഹർഷവർദ്ധൻ ഉത്തരേന്ത്യയിൽ തന്റെ രാജ്യം ഏകീകരിച്ചു."
"Popularly known as Vizag, the city is home to the oldest shipyard in the country, ancient temples and spectacular caves.","വിശാഖ് എന്നറിയപ്പെടുന്ന ഈ നഗരം രാജ്യത്തെ ഏറ്റവും പഴയ കപ്പൽശാല, പുരാതന ക്ഷേത്രങ്ങൾ, മനോഹരമായ ഗുഹകൾ എന്നിവയാണ്."
The Buddhist Era,ബുദ്ധമതം
"The Vedic civilization is the earliest civilization in the history of ancient India. It is named after the Vedas, the early literature of the Hindu people. The Vedic Civilization flourished along the river Saraswati, in a region that now consists of the modern Indian states of Haryana and Punjab. Vedic is synonymous with Hinduism, which is another name for religious and spiritual thought that has evolved from the Vedas.","പുരാതന ഇന്ത്യയുടെ ചരിത്രത്തിലെ ആദ്യകാല നാഗരികതയാണ് വേദ നാഗരികത. ഹിന്ദു ജനതയുടെ ആദ്യകാല സാഹിത്യമായ വേദങ്ങളുടെ പേരാണ് ഇതിന് നൽകിയിരിക്കുന്നത്. ആധുനിക ഇന്ത്യൻ സംസ്ഥാനങ്ങളായ ഹരിയാന, പഞ്ചാബ് എന്നിവ ഉൾപ്പെടുന്ന ഒരു പ്രദേശത്ത് സരസ്വതി നദിക്കരയിൽ വേദ നാഗരികത വളർന്നു. വേദങ്ങളിൽ നിന്ന് മതപരവും ആത്മീയവുമായ ചിന്തയിലൂടെ രൂപംകൊണ്ട ഹിന്ദു സംസ്കാരത്തിന്റെ മറ്റൊരു പേരാണ് വേദനാഗരികത ."
