english,malayalam
Signature or thumb impression of the Witness: ___________________________,സാക്ഷിയുടെ ഒപ്പ് അല്ലെങ്കിൽ തള്ളവിരലിന്‍റെ മുദ്ര: ___________________________
Date of Birth/Age:,ജനനത്തീയതി / പ്രായം:
"can be false positive and require confirmation in a diagnostic laboratory. Remaining blood will be used for HLA typing, archiving and generation for iPSC lines.","അതിനാൽ പോസിറ്റീവ് എന്ന് തെറ്റായി കാണിക്കാം, കൂടാതെ ഒരു ഡയഗ്നോസ്റ്റിക് ലബോറട്ടറിയിൽ സ്ഥിരീകരണം ആവശ്യമാണ്. ശേഷിക്കുന്ന രക്തം HLA ടൈപ്പിംഗ്, ആർക്കൈവിംഗ്, iPSC ലൈനുകളുടെ ജനറേഷൻ എന്നിവയ്ക്കായി ഉപയോഗിക്കും."
"Some new types of diabetes medicines, DPP4i, GLP‐1RA and SGLT2i, have been designed to control blood sugar. They may also prevent cardiovascular complications in people with diabetes who also have cardiovascular disease.","ചില പുതിയ തരം പ്രമേഹ മരുന്നുകൾ, DPP4i, GLP-1RA, SGLT2i എന്നിവ രക്തത്തിലെ പഞ്ചസാര നിയന്ത്രിക്കാൻ രൂപകൽപ്പന ചെയ്തിട്ടുണ്ട്. ഹൃദയ സംബന്ധമായ അസുഖങ്ങളുള്ള പ്രമേഹമുള്ളവരിൽ ഹൃദയസംബന്ധമായ സങ്കീർണതകൾ തടയാനും അവയ്ക്ക് കഴിയും."
"Upon entering the operating room, the next steps involve preparing you for the surgery. Your clothes will be loosened, and various monitors, such as a pulse oximeter, BP cuff, and ECG leads, will be connected to closely monitor your vital signs. A small intravenous cannula will be inserted, and intravenous fluid will be administered. The anesthetist, along with assisting technicians, will guide you into the appropriate position for the epidural procedure.","ഓപ്പറേഷൻ റൂമിലേക്ക് പ്രവേശിക്കുമ്പോൾ, അടുത്ത ഘട്ടങ്ങൾ ശസ്ത്രക്രിയയ്ക്ക് നിങ്ങളെ തയ്യാറാക്കുന്നത് ആണ്. നിങ്ങളുടെ വസ്ത്രങ്ങൾ അഴിച്ചുമാറ്റും, നിങ്ങളുടെ ആരോഗ്യത്തെ സംബന്ധിച്ച സുപ്രധാന അടയാളങ്ങൾ സൂക്ഷ്മമായി നിരീക്ഷിക്കാൻ പൾസ് ഓക്‌സിമീറ്റർ, ബി.പി. കഫ്, ഇ.സി.ജി. ലീഡുകൾ എന്നിവ പോലുള്ള വിവിധ മോണിറ്ററുകൾ കണക്ട് ചെയ്യും. ഒരു ചെറിയ ഇൻട്രാവെനസ് കാനുല കുത്തിവച്ച് ഇൻട്രാവെനസ് ദ്രാവകം നൽകുകയും ചെയ്യും. എപ്പിഡ്യൂറൽ നടപടിക്രമത്തിന് അനുയോജ്യമായ സ്ഥാനത്തേക്ക് അനസ്തെറ്റിസ്റ്റ്, തന്റെ അസിസ്റ്റിംഗ് ടെക്നീഷ്യൻമാർക്കൊപ്പം നിങ്ങളെ കൊണ്ടുപോകും."
"Participation in this study is entirely voluntary, and there are no charges or payments involved for being a part of the research.","ഈ പഠനത്തിലെ പങ്കാളിത്തം പൂർണ്ണമായും സ്വമേധയാ ഉള്ളതാണ്, കൂടാതെ ഈ ഗവേഷണത്തിന്റെ ഭാഗമാകുന്നതിന് പണം നൽകേണ്ടതില്ല."
1. What are human satellite cells/myoblasts?,1. മനുഷ്യ സാറ്റലൈറ്റ് സെല്ലുകൾ / മയോബ്ലാസ്റ്റുകൾ എന്തൊക്കെയാണ്?
Can anything bad happen if I am in this study?,ഞാൻ ഈ പഠനത്തിലാണെങ്കിൽ എന്തെങ്കിലും ദോഷം സംഭവിക്കുമോ?
Signature or Thumb impression of the Witness with date,തീയതിയോടുകൂടിയ സാക്ഷിയുടെ ഒപ്പ് അല്ലെങ്കിൽ തള്ളവിരലിന്റെ മുദ്ര
Name:,പേര്:
"29. Revision of personal habits (dress, manners, associations): 24","29. വ്യക്തിപരമായ ശീലങ്ങൾ (വസ്ത്രധാരണം, പെരുമാറ്റം, കൂട്ടുകെട്ടുകൾ) എന്നിവ മാറ്റുന്നത്: 24"
DPP4i medicines compared to placebo:,പ്ലേസിബോയുമായി താരതമ്യപ്പെടുത്തുമ്പോൾ DPP4i മരുന്നുകൾ:
• The right to erasure (right to have personal data deleted or removed),• മായ്ക്കാനുള്ള അവകാശം (വ്യക്തിഗത ഡാറ്റ ഇല്ലാതാക്കാനോ നീക്കം ചെയ്യാനോ ഉള്ള അവകാശം)
"For any stress urinary incontinence (urine leakage while coughing, sneezing or lifting heavy weights) there is some degree of weakness of urethral sphincter muscles. We are trying to overcome the weakness by implanting the satellite/myoblast cells. We anticipate that the injected cells will become active sphincter muscle cells, which in turn increase the strength of urethral sphincter muscle and stop or reduce the stress-induced urine leakage.","ഏതെങ്കിലും തരത്തിലുള്ള സമ്മര്‍ദം മൂത്രം പോകുന്നതിലെ നിയന്ത്രണമില്ലായ്കക്ക് കാരണമാകുന്നുണ്ടെങ്കില്‍ (ചുമ, തുമ്മൽ അല്ലെങ്കിൽ ഭാരം ഉയർത്തുമ്പോൾ ഉണ്ടാകുന്ന മൂത്ര ചോർച്ച) മൂത്രനാളിയിലെ സ്പിൻ‌ക്റ്റർ പേശികളുടെ ബലഹീനതയാണ് ഒരു പരിധിവരെ ഇതിന് കാരണം. സാറ്റലൈറ്റ് / മയോബ്ലാസ്റ്റ് സെല്ലുകൾ സ്ഥാപിച്ച് ബലഹീനത മറികടക്കാൻ ഞങ്ങൾ ശ്രമിക്കുന്നു. കുത്തിവച്ച കോശങ്ങൾ സജീവമായ സ്പിൻ‌ക്റ്റർ പേശി കോശങ്ങളായി മാറുമെന്ന് ഞങ്ങൾ പ്രതീക്ഷിക്കുന്നു, ഇത് മൂത്രനാളി സ്പിൻ‌ക്റ്റർ പേശികളുടെ ശക്തി വർദ്ധിപ്പിക്കുകയും സമ്മർദ്ദം മൂലമുള്ള മൂത്ര ചോർച്ച തടയുകയോ കുറയ്ക്കുകയോ ചെയ്യുന്നു ."
INFORMED CONSENT FOR THE PATIENT,രോഗിയെ ബോധ്യപ്പെടുത്തിയ സമ്മതപത്രം
What is the purpose of the study?,പഠനത്തിന്റെ ഉദ്ദേശ്യം എന്താണ്?
Instagram: @mindheart. kids,ഇൻസ്റ്റാഗ്രാം: @ mindheart. kids
Signature of the Patient:,രോഗിയുടെ ഒപ്പ്:
Information sheet,ഇൻഫോർമേഷൻ ഷീറ്റ്
1rst,ഒന്നാമത്തേത്
What will happen to any of my test results I give?,ഞാൻ നൽകുന്ന എന്റെ ഏതെങ്കിലും ടെസ്റ്റ് ഫലത്തിന് എന്ത് സംഭവിക്കും?
3. What is the intervention in this study?,3. ഈ പഠനത്തിലെ ഇടപെടൽ എന്താണ്?
2.0. Objectives,2.0 ലക്ഷ്യങ്ങൾ
Or,അഥവാ
8. Duration of abstinence of ethanol intake,8. എഥനോൾ കഴിക്കുന്നത് ഒഴിവാക്കുന്ന കാലാവധിയുടെ ദൈർഘ്യം
published study. A unique number and ID will be provided to your data and the same will be used for analysis.,"പഠനത്തിലോ പരാമർശിക്കില്ല. നിങ്ങളുടെ ഡാറ്റയ്ക്ക് ഒരു അദ്വിതീയ നമ്പറും ഐഡിയും നൽകും, അത് തന്നെ വിശകലനത്തിനായും ഉപയോഗിക്കും."
2. Statement of Informed Consent for Linking Patient Portal Data to Medical Portal Data,2. രോഗിയുടെ പോർട്ടൽ ഡാറ്റ മെഡിക്കൽ പോർട്ടൽ ഡാറ്റയുമായി ബന്ധിപ്പിക്കുന്നതിനുള്ള വിവരങ്ങള്‍ വ്യക്തമാക്കിയുള്ള സമ്മത പത്രം
